ID_Info,SAP_Technologies,Programming_Languages,Databases,Web_Technologies,Communication_Skills,Business_Skills,Technical_Skills,Development_Tools,Other_Skills
90135,Human Resource,,,,,,,,
65784,Retail Sales; Direct Marketing; Export Marketing; Marketing,sales &amp; marketing,,,,,,,bd
17682,Assistanat Manager - Finance; capital budgets; secretarial company law; books of accounts; Fund Utilization; Finance Manager; accounting; Cash Flow,Project profitability,,,,,,,P&amp;L; vendors accounts; financial management; US Accounting; Reconciliation
52955,CIN; Implementation; SAP MM,,,,,,,,
9809,training; gdp_or_good_documentation_practices; capa_or_corrective_action; change_control,verification,,,,,,,document_control
87271,QlikView; ETL Concepts; J Script; Qlik Sense; VB Scripting,SQL Server,,,,,,,Data warehousing
122977,ITES; IEX; Scheduling; Avaya CMS; Key Skills; BPO,Client Interaction,,,,,,,Communication Skills; WFM; Workforce Management
43481,analytics; proactive; cash management; real estate; asset management,portfolio management,,,,,,,rfp; data analysis; monitoring
63929,Accent; Voice; Training; Communication Skills; Root Cause Analysis; V&amp;A; communication coach; communication trainer,Spoken English,,,,,,,Writing; Monthly Reports; voice and accent; vna; soft skills trainer
94503,Sales &amp; BD Executive,,,,,,,,
124663,written communication; market share; communication skills; post; sales; brand strategies,clinical research,,,,,,,pharma; vice president; portfolio
3220,calculated; key; figures,,,,,,,,
79128,Data Analytics; Quality Check; Data Managment; Data Quality Check; Cost Management,MIS,,,,,,,Budget development; MS Excel
13721,Semi Voice; domestic; communication skills; verbal communication; Blended; non voice; CRM; customer relationship,Fresher,,,,,,,written communication; Customer; policy bazaar; Customer Service; customer care; Flipkart; amazon; serco; aegis
83884,HR Administration; Business Case; Service Level; Data privacy; C; Enterprise Risk; Risk Assessment,Statutory Audit,,,,,,,Privacy laws; Auditing; Transition; Risk Management
5381,linear; algebra; unreal_engine; autodesk_3ds_max; autodesk_maya; probability; numerical_analysis; value_at_risk; blender; oracle_drm; sdet; physics; economics,texturing,,,,science,,,game_design; game_development; calculus; mathematical_modeling; monte_carlo_method; 3d_computer_graphics; 2d_computer_graphics; 3d_cad; webgl; 3d_rendering; solid_modeling; 3d_printing; jde; linear_regression; mathematics; computer_science; data_science
85418,programme manager; programme assistant manager; program manager; programme senior manager; diesel dg sets; pune; maharashtra; nagpur,diesel gensets,,,,,,,programme deputy manager; development; mnc; mumbai; project manager; diesel generator; design
120782,HR MIS; Communication Skills; mis executive; mis officer; mis reporting assistant,mis assistant,,,,,,,mis associate; excel assistant
18571,Factset; Business Analysis; Quantitative Analysis; Excel; MS Access; Asset Management,Powerpoint,,,,,,,VBA; Process Flow; Risk Management
26573,Technical Support; Software Support; Hardware; Networking; L1; Capacity Management,Configuring,,,,,,,Troubleshooting; L2; Software Solutions
28861,Commis; Commis Chef,,,,,,,,
23494,events; seminars; business development; seo; media marketing; social media,digital marketing,,,,,,,marketing strategy; website; email marketing
41746,Insurance Sales; tied sales; insurance; Institutional Sales; Team Management; sales; direct sales; corporate sales,Sales Management,,,,,,,business to business sales; Life Insurance; Agency Channel; business development; b2b sales; b2b marketing
93920,SOFTWARE ENGINEER; DBA,,,,,,,,
111083,information technology; passionate; tools; learning; process; online,algorithms,,,,,,,ideal; teaching; technology
14465,interfaces; life cycle; create; android; design; mobile development,application programming,,,,,,,web development; applications; database
90713,IBM BPM; IBM Business Process Manager,,,,,,,,
81401,Google AdWords; PPC; Pay Per Click; Budgeting; Quality Improvement,Social Media,,,,,,,Account Management
63865,Static equipment; oil and gas; detailed engineering,,,,,,,,
78055,Net; C#; C#.Net; .Net,Communication Skills,,,,,,,Project Development
91047,service; healthcare; financial services; consulting; analytics,conferences,,,,,,,automotive; machine learning
32917,Software Engineering; Software Development; System Architecture; Use Cases; Embedded software,DSP development,,,,,,,embedded development; DSP; audio
102868,Hardware; End User; Server Support Engineer; SAN infrastructures; Technical Support; Customer Relationship,Knowledge Management System,,,,,,,ISS solutions; Server Support; Knowledge Management; Linux
58358,internet research; be; computer operator; experience; skills; portal,surf,,,,,,,web browsing; collect; data entry
116651,Human Resource,,,,,,,,
40875,meetings; Event Management; executive assistant; EA,,,,,,,,
62804,development; http; tools; jsp; switches; procedures,lan,,,,,,,networking; customer service; hiring
40463,SAP SD MM; Customer Service; Customer Service executive; Order processing,,,,,,,,MS Office
121705,Graphic Designing; indesign; Photoshop; coral draw,,,,,,,,illustrator
129692,&amp;quot ; java or &amp;quot ; core java or &amp;quot ; j2ee or &amp;quot ; java developer&amp;quot ;  and &amp;quot ; java and &amp;quot ; spring and &amp;quot ; hibernate and &amp;quot ; jsp or &amp;quot ; ejb or &amp;quot ; servlets&amp;quot ;,,,,,,,,
32697,Indirect Taxation; customs; entry taxation; Compliances; service tax,VAT,,,,,,,central excise; cst; tax audit
95449,Sales Executive Activities; Profit Centre; Performance Reporting; Sales Management,Business Process,,,,,,,Cold Calling
116692,penetration testing; vulnerabilities testing; Python; PHP,IT security,,,,,,,cyber security
56888,Inbound; International Bpo; International Call Centre; US Shift; Tech Sales,tech support,,,,,,,Technical Support; voice process
74960,Diabetology; Diabetologist; Endocrinology; Endocrinologist,,,,,,,,
8242,marketing; marketing_automation; email_platforms; email_marketing; email_optimization; seo; analysis; technical_analysis,conversion_rate_optimization,,,,,,,cro; nurturing; web_solutions; sem; growth; growth_hacker; growth_hacking; sales; sale; business_development; digital_marketing
59083,Product Manager; Product management; Product development; project management,,,,,,,,
7029,ansi; earned_value_management; cobra; project_control; analysis_of_variance; cam; eppm; cost_control; edifact; gentran; as2; structured_cabling; hardware_management,work_breakdown_structure,,,,gdb,,,wbs; evms; mpm; ipt; electrical_engineering; schematics; autocad; electrical_wiring; pcb; electronics; edi; van; asc_x12; rcdd; bicsi; gd&t
101051,Exports; cook; EMC Documentum,,,,,,,,
121127,Prince2; E - governance; Project Management; PMP,,,,,,,,Management Consulting
57501,Selling Skills; Inside Sales; Communication Skills; Counseling; Sales Management,Telesales,,,,,,,Online Sales; Promotions; MS Office
94183,HR; US Recruiting; IT recruiter,,,,,,,,
16706,ISO; GMP; Food Technology; Problem Solving Tools; Quality Audit; Quality Management,Food Safety,,,,,,,Quality Assurance; NABL; Operations
111489,Reading Engineering Drawing...; trend micro; SEPM; Symantec Endpoint Protection Manager; Symantec EPO,symantec antivirus,,,,,,,SIEM; Symantec endpoint
52284,Collections Officer; collection executive officer; Collections; Recovery; Recovery Executive,recoveries officer,,,,,,,Collections executive; Recovery Officer
71321,marketing Marketing; Institutional Sales; digital marketing; Retail Sales,,,,,,,,
53784,HR; PF; ESI; Payroll,Labour Welfare,,,,,,,Time Office
26983,abinitio admin; ab initio admin; ab.initio admin; ab - initio admin; ab - initio adminstrator; ab initio administrator,ab - initio admin executive,,,,,,,ab - initio administration; abinitio administration; abinitio administrator; ab inito administration
115772,Strong Communication Skills; android developer; iphone developer; HTML; Software Development,C++,,,,,,,PHP; Computer Hardware; Javascript
87351,Quality Analysis; Zendesk; Ticket Management; Jira,,,,,,,,QA
91433,Revolution Analytics- Application Developer; Revolution Analytics; R; Python; semantic analysis,operational research,,,,,,,machine learning
108756,C#; .Net; ASP.Net; ASP .Net; mvc,wpf,,,,,,,wcf; silverlight
3546,filing; administrative_support; travel_management; secretary; event_planning; invoices; cpg; word_processor; phone_support; call_center; multitasking; organized; business_model,office_management,,,,google_drive,,,receptionist; office_supplies; visual_control; purchase_orders; data_entry; numeric_keypad; keyboarding; dms; customer_service; rf_scanning; typing; connectwise; hla; office_administration; bookkeeping; audioconferencing
22351,KYC; Compliance; Team Development; Sales; Aml; Banking,Channel Development,,,,,,,Marketing; Anti Money Laundering; Operations Management
67876,Operations Manager; call center operations management; Operations; customer - service,,,,,,,,
122379,Installation; BTS Engineering; Telecom Engineering; Commissioning,,,,,,,,Microwave
24648,business development; fmcg; travel; product development; handling; maintaining,marketing strategy,,,,,,,personal care; biochemistry; application development
37489,karts; online shoping; internet shoping; ecommerce shoping; ecommerce,e commerce senior manager,,,,,,,e commerce manager; e - commerce; online
54422,Restaurant; Hotel Management; Operations; Customer Service,,,,,,,,
62061,English; Language Skills; soft skills skills; communication skills; sociology skills; viral content; Social Media; Twitter,english skills,,,,,,,internet; social; mems; Facebook; e commerce; video editing; media
44265,HR; Word Processing; Internet Research; Front Desk; Good in communication; Data Processing; Pest Control,Travel Arrangements,,,,,,,English Language; presentable; Administration; Data Entry
3663,fit; facility_management; iwms; data_center; leed; run_sap; vat; sap_fi; vtp; border_gateway_protocol; routing_protocols; jncie; mstp,tririga,,,,vpls,,,hvac; sabrix; taxes; vertex; ieee_802.1x; ise; wpa; asa; radius; vpn; spanning_tree_protocol; hsrp; ospf; vrrp; pvst; snmp
39847,Inbound; phonebanking; pbo; baf; Phone Banking; bms; customer service; customer care,Outbound,,,,,,,tecalling; Voice Process; bba; bcom; telesales; bank; customer relationship
115035,inbound calling; International Voice; product services; german technical sales; Technical Sales; voice process,french language technical sales,,,,,,,spanish technical sales; call quality; call monitoring
23581,email; coordinating; documents; communications; policies; business development executive,bidding,,,,,,,specifications; procedures; sales
86446,Key Accounts; Lead Management; KAM; Major Accounts; land advisor; Business Development; Real Estate Marketing; bdm,property marketing,,,,,,,Property advisor; property consultant; Sales; Property Sales
104008,SEM; SEO; Online Marketing; SMM; Website Promotion; Data Mining,Social Media Marketing,,,,,,,Digital Marketing; Web Analytics; SMO
69962,Diesel Genset; fuel genset; diesel engine; dg engine; contractors; noida; diesel generator; Sales,institutional sales,,,,,,,selling; Delhi; gurgaon; faridabad; business development; bd; sales marketing; Project sales; project marketing; architects
48234,General Administration; HR; HR and Administration; HR Executive; Vendor Development; Internet Marketing; digital marketing,hr recruiter,,,,,,,hr manager; Business Development; Business Analytics; Online Marketing
26011,process management; Process Modeling strategy; process excellence; business process design,,,,,,,,
40591,Executive - Quality Process Assurance,,,,,,,,
93081,SAP EHS; SAP Phrase Management; SAP Specification Management; SAP MSDS; SAP PP,SAP Report Shipping,,,,,,,WWI
14940,javascript; core java; ejb; software development; business intelligence; coding,sybase,,,,,,,jdbc; troubleshooting; sdlc
123725,Chinese; Kitchen; Commi; Hospitality Management,Restaurant,,,,,,,cook
71564,Diesel; MHE Maintenance; Maintenance; Technician,,,,,,,,
60232,Rest; JProfiler; Core Java; Hibernate; Maven; Oracle SQL,EJB,,,,,,,JPA; Web Services; Weblogic Server
85814,Coordinate with Departmental heads; Ensure Projects are delivered on time; Client Commuications; Single Point of Contact,,,,,,,,Client Handling
21117,Sitescope; Ticketing Tools; Monitoring Tools; Bsm,,,,,,,,ITIL Framework
98505,Test Data; C; C++; Java; Perl; Test Scenarios,Algorithms,,,,,,,Python; Programming; Data Quality
16040,Area Sales Management; Target Achievement; Customer Handling; Customer Complaints; Retail,FMCG,,,,,,,Distribution; Performance Management; team management
10655,AGM; PURCHASE; PHARMA,,,,,,,,
112533,HR; talent gaps; Succession Planning; Talent Management; Talent Development,OD,,,,,,,Performance Management
67939,Agreements; Procurement; Purchase; Negotiation,,,,,,,,vendor development
119565,UI Development; java script; jquery; user interface development,,,,,,,,
47512,MedDRA; Medical,,,,,,,,
6989,atg,,,,,,,,
101959,Senior Software Engineer; Compilers,,,,,,,,
2750,wf; wwf; asp.net_ajax; mvc; ado.net; web_api; mvvm; dependency_injection; podcast; mvc_framework; wfp; windows_services; microsoft_iis,.net_remoting,,,,agile,,,microsoft_enterprise_library; linq; razor; nhibernate; wcf; web_services; microsoft_visual_studio; visual_basic_.net; css; web_parts; ef; document_engineering; unit_testing; entity_framework; transact-sql; microsoft_technologies
54874,IP; Networking Skills; HTTP; Monitoring Tools; Customer Experience; Shift Management,Employee Training,,,,,,,Incident Management; DNS; Windows Server Administration
82035,Software Design; Application Software; Java; Bpm; Agile Development; Continuous Improvement,Business Process Management,,,,,,,Pega; Software Development; Application Design
120120,SAP QM,,,,,,,,
51960,System Verilog; OVM; UVM; VMM; ASIC,FPGA,,,,,,,Verification; SOC; PCIE
92913,LE; Communication Skills; Distribution; MM; Transportation; Business Process,SAP SD,,,,,,,Shipping; Sales; OTC
103522,Showroom Sales; selling; fresher; sales,,,,,,,,
124327,Domestic; Inbound; Back Office Processing; data entry operator inbound process; Night Shift; outbound Process,BPO,,,,,,,day shift; data entry; back office; sales process
741,sap; smd,,,,,,,,
23037,business analyst; capital markets; capital market,,,,,,,,
123423,security,,,,,,,,
14562,Android Junior Developer,,,,,,,,
51094,Financial Control; Financial Analysis; Monthly Reports; Information Analysis; Finance; Cost Management,financial controlling,,,,,,,controller; Budgeting; Forecasting; Process Analysis
122236,HR Consulting; SAP HR; Project Development,,,,,,,,
91178,Data Reporting; Professional Services; Resource Management; resource allocation; rmg group,resource management group,,,,,,,rmg; resource allocation group; bench management group
34917,development; layout; tools; industrial design; product design,methods,,,,,,,prototyping; benchmarking; shipping
17326,Mass Production; Moulds; Manager - Quality; Process Quality; Quality Control Manager,Quality Management,,,,,,,QA
107924,skills; sr business development; quick learner; create; calling; senior level,bidding,,,,,,,case study; business development manager; sales
117927,html css; analytical skills; graphic; fundamentals; adobe photoshop; win,java script,,,,,,,adobe flash; corel; web designer
97862,Solr; Lucene; Stanbol; HBase,solrcloud infra,,,,,,,SolrCloud infrastructure
93400,google; benefits; articles; page; internet marketing; senior level,seo,,,,,,,be; social media optimization; web
6960,abend-aid; fileaid; ibm_spufi; syncsort; mainframe; mainframe_sort_merge; gdps; os/390; zeke; serena; tmon; cis; online_banking,tso,,,,ods,,,vsam; xpediter; intertest; strategy_management; panvalet; esp; sdsf; adso; operations_research; legacy_systems; changeman; teamtrack; platinum; hogan; acaps; rpm
15627,Professor; M Arch; M.Arch; Master of Architecture; Assistant Professor; Urban Design; Design Studio,Associate Professor,,,,,,,Industrial Design; Architecture; Landscape; Town Planning
28790,IMPORT ADVANCE LICENSE PROCEDURES; FINALIZATION CONTRACTS; EXPORT TRANSPORT; VISIT GOVERNMENT OFFICES; Commercial Management,RECONCILIATION LEDGER,,,,,,,VISIT CUSTOMERS FOR PAYMENT C FORM; TRANSPORT; MIS
19096,Technology Marketing; Prospecting; Pipeline Management; Selling; New Business Development; Strategy,Sales Management,,,,,,,Negotiation Skills; Campaigns; Profitability
128828,Investment Banking; Prism; windows based applications; WPF,C#,,,,,,,Multithreading
106123,KITCHEN; Indian Cuisine; Tandoor; Grill; Sous Chef,PRODUCTION,,,,,,,Indian
259,software; engineering; video_engineering; lan; microsoft_windows_administration; red_hat_linux; red_hat_enterprise_linux; bash; computer_science; education; business_requirements; systems_architecture; infrastructure,wan,,,,hardware,,,network_management; system_administration; linux_administration; centos; apache_http_server; unix_administration; veritas; solaris_volume_manager; video; solaris_administration; veritas_cluster_server; communication_skills; problem_solving; analytical_skill; systems_engineering; system_requirements; systems_design
120131,freight forwarding; freight; cargo; lcl; Transit; fire; Shipping; ocean; Underwriter; Marine,HSSE,,,,,,,Port; Project Head; shipbuilding; jetty; logistics; forwarding; sea; fcl; Maritime; Ship Design; Diving; shipyard; piling
112443,Recruitment; Talent Acquisition; talent management; resourcing; hiring,sourcing,,,,,,,staffing
83435,service; customer interaction; housekeeping; correspondence; operations; guest services,maintaining mis,,,,,,,phone calls; erp; sales
26253,CASA; Saving Account; Current Account,,,,,,,,
85602,Industry Research; Market entry strategy; Project Management; business research; Primary Research,competitive intelligence,,,,,,,secondary research
108675,Rest; Hadoop; Java; Hibernate; JQuery; OOPS,Javascript,,,,,,,Spring Framework; ORM; SQL
4057,boost; stl; graphics; software_development; ruby; enterprise_software; specman; president; cadence_virtuoso; veritas_storage_foundation; banking; design_patterns; xml,microsoft_windows,,,,mvc,,,linux; ood; report_writer; systemc; c; verilog; lead_management; vmm; asic; vhdl; c++; cfs; database_design; oop; code_refactoring; javascript
123538,operations manager; branch operations; Operations; o&amp;m; ops,maintenance,,,,,,,production
95537,Group Sales; Selling; New Business; Retail Business; Area Sales; Banquet Sales,Retail Sales,,,,,,,Business Development; Sales Strategy; Profitability
23190,SQL Server; Excel; VBA; Macros; SQL Queries; data analyst; Business Analytics; advance excel,MIS,,,,,,,Business Analysis; Report Generation; Reporting analyst; Data Minining; Business Intelligence; Reporting; vba coding; Visual Basic
128875,WCF Services; MVVM; XML; JSON; C#; Design Patterns,xamarin,,,,,,,Mobile Applications; MVC; .Net; SQL
53280,Area Sales Management; Team Handling; Communication Skills; Distribution Management; New Product Launch; sales manager,New Market Development,,,,,,,FMCG; area manager; area sales manager
21588,Retail Banking,,,,,,,,
5626,ip; pbx; voip; h.323; cisco; acd; avaya_pbx; avaya; oracle_aia; bea_aqualogic_service_bus; oracle_bpel; telco; cuc,cisco_ucm,,,,telephony_management,,,qos; tdm; voicemail; telecommunications; sip; rtp; pri; sdp; pstn; broadsoft; pip; process_integration; management_information_systems; sip_trunking; microsoft_lync; cer
87672,Mechanical; BE; B.Tech; q.c; QC; quality control engineer; quality assurance,Testing,,,,,,,Quality Assurance; QUALITY CONTROL; quality engineer; qc
4580,dcnm; nxos; cisco_ios; cisco_nexus; cisco; cisco_vpn; pcanywhere; nagios; docsis; cmts; nnm; vsat; xiv,otv,,,,mda,,,nexus; prtg; mrtg; cacti; netbsd; vxworks; sled; sles; force_10_networks; smp; wan_management; cpe; dsg; mds; mw; cisco_mds
123336,ConfirmIt; Solution Design; reportal; JQuery; Agile Methodology,Project Management,,,,,,,Javascript; Client Development
126682,Internal Auditor; Internal Audit,,,,,,,,
36553,R; D; MSC; Bsc,,,,,,,,
109002,Project; Project Management; Staffing; VMS,,,,,,,,MSP
63249,JSON; XML; HTML; CSS; XHTML; Web Designing,UI Development,,,,,,,Javascript; JQuery; DHTML; Java
25353,autocad; cad; piping; diploma; material handling; photoshop,microstation,,,,,,,drafting; iso; gis
9118,quality; design; capa; risk; 21_cfr,root_cause,,,,,,,21_cfr_820
83743,Casualty; Data Analytics; Insurance; Quantitative Analysis,Data Quality,,,,,,,Property
13051,Montessori Teacher Training; Teaching and Counselling; Administration Management; Office Management,,,,,,,,
70203,Marketing Programs; Btl; Brand Management; Atl; PR; Digital Media,Media Planning,,,,,,,Sales Operations; Market Research; Campaigns; Brand Manager
93866,SOC; SIEM; Ceh; Security Analysis; IDS,IT Security,,,,,,,Web Application Security
102464,Rest; Javascript; CSS; UI Development,,,,,,,,
78400,networking eng,,,,,,,,
70028,international sales; inside sales; international marketing; international business; channel sales; b2c; Business Development,international software sales,,,,,,,international business development; software sales; solution sales; overseas marketing
53807,HTML; CSS; CMS,,,,,,,,
12375,accountant; accounts executive; accounts officer; tally; finance executive,senior accountant,,,,,,,account assistant; accounts manager
50214,fund raising; lending; compliance; Finance; loans,Ca,,,,,,,Taxation
128466,Windows App Developer,,,,,,,,
109730,netlist; gds; block; low power; Design Engineering; power,clock,,,,,,,timing; Physical Design; STA; synthesis
25482,Fire Alarm System; Installation; CCTV; Access Control; maintenance,Troubleshooting,,,,,,,commissioning
120331,Insurance; direct ales; marketing ales; Direct Sales,sales,,,,,,,life insurance
63860,QA Analysis; Test Cases; Sanity; Smoke; Test Scripts; Test Scenarios,Automation Testing,,,,,,,Manual Testing; Software Testing; Software QA
78035,Black Box; Integration Testing; Test Case Preparation; Test Reporting; White Box Testing; JIRA,Automation Testing,,,,,,,Manual Testing; System Testing; Defect Tracking
13675,Events; Advertising; Marketing Planning; Business Development,,,,,,,,
26172,Collections; Events; Data; Suctomers; CRM,relationship,,,,,,,clients; CSM; Maintenance
109043,Flavoured Drink; Health Drink; Premix Tea; Herbal Tea; Marketing,Freelance,,,,,,,Herbal Drink
70967,Marketing Engineers,,,,,,,,
112272,service; stored procedures; oracle; sql server; shell scripting; monitoring,informatica,,,,,,,windows; performance testing; test plan
109509,Sr. SharePoint Developer,,,,,,,,
109818,multithreading; data structures; agile; healthcare; problem solving; regulations,dicom,,,,,,,risk management; analytical; standards
93313,SEM; Google AdWords,,,,,,,,
113250,Repair; Team Leading; Team Handling; Customer Satisfaction; Interpersonal Skills,Key Skills,,,,,,,People Management Skills; Revenue Generation; Soft Skills
95696,Casa; cuurent account; saving account; team handling,,,,,,,,Sales
100483,r&amp;d - qa; qa- r&amp;d; quality by design; qbd; r&amp;d,qa,,,,,,,quality assurance; research; research &amp; development
90262,Training Management; training manager management; corporate trainer management,,,,,,,,
39765,Java; C++; Client Communication; Team Management; Problem Solving,Requirement Analysis,,,,,,,Technical Design; Design Development; Server Management
72056,Chemistry; Pharma Jobs in chennai; Jobs ion chennai; Medical Coding Jobs in chennai; Botany; Microbiology; Msc; Bsc,microbiology jobs,,,,,,,Biotechnology jobs; Zoology; Biotechnology; Biochemistry; Bioinformatics; Medical Coding
68114,business development; consulting; information technology; cloud computingcisa; tools,iso 27001,,,,,,,social media; cism
10232,ASP.Net MVC; AngularJS; WebAPI; Azure; .Net; MVC,Javascript,,,,,,,JQuery; Design Patterns; Agile; C#
87257,qa; quality assurance; quality control; quality analyst,qc,,,,,,,quality engineer
107190,Sr Microsoft SQL DBA,,,,,,,,
88202,NCSIM; Ahb; Axi; Perl; TCL; Logic Design; DC / PT; waveform debug; timing closure,ModelSim,,,,,,,Verilog; SOC; VCS; sign off tools; and ModelSim; RTL Design; Micro architecture; Lint; integration; CDC checks; synthesis constraint development
55928,IMS DC; IMS DB; JCL; Db2,Software Development,,,,,,,Cobol
76360,angular; bootstrap; ASP.Net; .Net; WCF,JQUERY,,,,,,,Javascript; sql server
17471,Assistant Manager H.K,,,,,,,,
13373,Clinical Research; MD; Medical Affairs; Drug Safety; Service Level; Interpersonal Skills,Team Leading,,,,,,,Clinical Data Management; Standard Operating Procedures; English Language
25169,QT; C; Design Development; Software Design,,,,,,,,
30770,Experience in Leasing Division; Corporate Sales in Leasing Division; Business Development in Leasing Division; MBA,,,,,,,,
53210,W2; Salary Negotiation; C2C; corp - corp; Talent Acquisition,US Staffing,,,,,,,US IT Recruitment; Sourcing; us recruitment
11604,Corrective Action; Internal Audit; Third Party; Audit Compliance; Aml,Anti Money Laundering,,,,,,,Auditing; Avp
69020,HR; Interviewing; Recruitment; Performance Management; Resource Management,Talent Acquisition,,,,,,,Manpower Planning; talent management
92360,Finance function; General ledger; Cash management; Assets Accounting; Accounts payable; Bank operations,BOM,,,,,,,SAP ECC6; accounts receivable; Asset management
42243,fabric sales; fabric marketing; textile sales; cloth sales; sales executive,textile marketing,,,,,,,textiles; area sales manager; Sales assistant
112211,Professor; Teaching; Education; Lecturer; Teachers,Tutor,,,,,,,Trainer
128908,wealth; management; hni; hni sales,sales,,,,,,,wealth management sales
104550,joomla; php developer; codeigniter; Software Development; wordpress,CAKE PHP,,,,,,,Continuous Improvement
75527,Office Assistant; Computer Operator; EA; Secretarial,,,,,,,,
128618,kyc; cdd; customer due diligence; EDD,,,,,,,,
19156,Training Management; Learning; Training Coordination; Administration; Verbal Communication,Management Systems,,,,,,,Transportation; Communication Skills
19284,Internal Audit; Standard Operating Procedures; Risk Advisory; Auditing; Process Consulting,Audit Compliance,,,,,,,Enterprise Risk Management; Revenue Assurance
38393,Firmware; X86; C; C++; RTOS; Board Support Package,QNX,,,,,,,Linux; ARM; System Programming
22561,Relationship Management,,,,,,,,
84540,IT Skills; Field Operations; Planning Skills; Industrial Engineering; Product Management,Marketing,,,,,,,Sales Management; Maintenance; Strategy
88188,Pharma Selling; pharmaceutical selling; CHENNAL MARKETING; chennl sales &amp; marketing,PHARMA MARKETING,,,,,,,Sales
53170,Training and Communications; training manager and communications; trainer and communications; Training,,,,,,,,Hiring
8039,engine; engineer; programming; programmer; games; playstation,c++,,,,,,,c; consoles; xbox
58160,Non Voice Process; Writing Skills; non voice; english; fresher,non technical,,,,,,,day shift
100553,accessories; coordination; correspondence; buyer; computer skills; shipment,kids wear,,,,,,,knowledge; product development; buying houses
80075,Oracle E - business Suite; Benefits; HRMS; Datapump; PL,SQL,,,,,,,HCM; PLSQL; EBS
110010,WordPress; Purchase Vendor Development,,,,,,,,
71414,global marketing; end to end marketing; international marketing; B2B marketing; Marketing strategies,Direct Marketing,,,,,,,mobile marketing
35425,DevOps Engineer; DevOps; Hadoop; Linux administration; Python,OOPS,,,,,,,Big Data; Java; debugging
57997,Marketing Campaigns; International Business Development; New Business; Sales; Online Marketing; Marketing Planning,Branding,,,,,,,B2B; Social Media; Direct Marketing
83487,ESRI; GIS,,,,,,,,
86023,Packaging machineries design; Packaging machine design; Packaging line design; packaging development line design; packaging line design engineer,packaging line development,,,,,,,packaging line detail engineering; Packaging design
1448,oracle; data; mining,,,,,,,,
125802,Office Skills; Management Services; Global Delivery; Verbal Communication; Quality Management; Asset Servicing,Quality Audit,,,,,,,Finance; Quality Control; Financial Risk Management
51697,Oracle SCM Technical; Oracle Apps Technical; Apps Technical,,,,,,,,
38589,Process / Client Management; operations; Human Resources; HR,,,,,,,,Employee data maintenance
121302,Marketing; Sales; Windows,,,,,,,,
25547,Partnerships; Raw Material; Business Development; Promotions; Profitability; Operational Excellence,Business Strategy,,,,,,,Marketing; Ceo; Supply Chain Management
252,software; management; process_optimization; social_networks; digital_asset_management; process_outsourcing; crm; ariba; it_strategy; it_performance_management; it_portfolio_management; business-it_alignment; taxes,business_operations,,,,human_resources,,,information_management; supply_chain_management; digital_strategy; lifecycle_management; order_management; spectrum; aeronautics; sap_administration; sap_scm; system_requirements; prototyping; merger_integration; it_transformation; it_infrastructure; job_boards; transformation; public_speaking
16097,Retail Outlets; Target Achievement; Inventory Management; Epson; Optoma; Marcom; Sales Planning; Sony,Sharp,,,,,,,Panasonic; Marketing; Corporate Sales; Channel Partners
72958,Microbiologist; INTERVENTION CARDIOLOGIST; MBBS DOCTOR; OBG; TB&amp;CHEST; GENERAL MEDICINE; PATHOLOGY; Sr. Seismologist; Seismologist,GENERAL SURGERY,,,,,,,PSYCHIATRY; TB&amp;CHEST; GENERAL MEDICINE; PHARMACOLOGY; COMMUNITY MEDICINE; FORENSIC MEDICINE; MICROBIOLOGY
21244,back office operations; office assistant; Back Office; back office executive; operations,non voice,,,,,,,backend; web; backoffice
69049,HR Operations; Induction; Payroll Management; On boarding,,,,,,,,
82482,Regional Sales; rsm; regional sales manager; Regional business manager; second line manager,area business manager,,,,,,,rbm
78512,Quality Analysis; Training Need Analysis; Quality Monitoring; Process Improvement,,,,,,,,
22073,BIOLOGY; IIT JEE; AIEEE; IIT; PHYSICAL; MEDICAL ENTRANCE; CET; AIPMT; FACULTY; PHYSICS; AIIMS,MATHS,,,,,,,CHEMISTRY; ORGANIC; INORGANIC; ENGINEERING ENTRANCE; IITIAN; NITIAN; MATHEMATICS; neet; BOTANY; ZOOLOGY; MEDICAL; PMT; PET
1635,os; x; server; xsan; jamf_casper_suite; raids; stakeholder_management; oracle_linux; digital_photography; intermapper; foundry; applescript; windows_client,apple,,,,encryption,,,os_x; post-production; open_directory; prince2; scope_management; cost_management; apple_remote_desktop; color_management; aperture; mobile_computing; remote_support; cisco_fwsm; mstp; asa; rstp; executive_support; vbs; program_development
122612,Returns; AR; receivable; Accounting; VAT; accounts payable,Service Tax,,,,,,,TDS; Bank Reconciliation; Banking
102085,test cases; sql oracle; in design; senior software; java; oracle database,load test,,,,,,,requirements; documentation; systems
61446,Mongo DB,,,,,,,,
125490,MVVM; XAML; Prism; WPF Developer; C#; VB.NET,WPF,,,,,,,ASP.Net; SQL Server; LINQ; .NET Framework
86653,BOP; Auto Ancillary; Purchase executive,,,,,,,,
70273,Procurement Planning; Materials; Purchase; Record Keeping,Strategic Management,,,,,,,Administrative Support
771,sap; om; wip; oracle_scm; sap_hr; asset_accounting; payroll; r2r; solidworks; 3d_modeling; manufacturing; work_in_process; gop,oracle_applications,,,,inventory,,,sap_hcm; sap_pa; sapui5; internet_recruiting; inv; po; accounts_receivable; wsh; oracle_iexpenses; accounts_payable; bill_of_materials; pdm; drawing; bom; oracle_configurator; mrp
